iter	RMSE
201	62.79955967
202	62.70908317
203	62.53614969
204	62.46950835
205	62.33403433
206	62.22743446
207	62.11762484
208	62.02702856
209	61.8438501
210	61.74776771
211	61.60927215
212	61.53835703
213	61.45287811
214	61.27210555
215	61.10659478
216	61.01927106
217	60.853608
218	60.72752465
219	60.60984989
220	60.50134245
221	60.39003005
222	60.30911609
223	60.19084178
224	60.09049412
225	59.92930833
226	59.85818597
227	59.79124739
228	59.7102675
229	59.60908741
230	59.45267969
231	59.37744704
232	59.30119589
233	59.1784766
234	59.09432218
235	58.98680142
236	58.92529874
237	58.77530085
238	58.68034936
239	58.56519558
240	58.47518613
241	58.35929764
242	58.25652162
243	58.15835144
244	58.10491166
245	58.05656462
246	57.99103136
247	57.85754223
248	57.78150897
249	57.69517424
250	57.56101298
251	57.46576848
252	57.38979254
253	57.2586125
254	57.20475023
255	57.1072092
256	56.99048939
257	56.8807695
258	56.76174726
259	56.70838406
260	56.63365974
261	56.54450525
262	56.43773789
263	56.36026757
264	56.27804929
265	56.19620728
266	56.13879712
267	56.06194316
268	55.99311806
269	55.93572743
270	55.88688374
271	55.83099573
272	55.79460797
273	55.70295992
274	55.61854399
275	55.55510259
276	55.44029551
277	55.33180343
278	55.23093135
279	55.1326224
280	55.07893342
281	54.96867501
282	54.88288035
283	54.82247721
284	54.77169944
285	54.6723527
286	54.56172704
287	54.47194823
288	54.38533144
289	54.29150165
290	54.21895692
291	54.14322055
292	54.04422469
293	53.98278507
294	53.93010521
295	53.77683438
296	53.70547543
297	53.62848926
298	53.53510657
299	53.48156012
300	53.41233351
301	53.38629537
302	53.29424677
303	53.25202812
304	53.19280387
305	53.11271959
306	53.05914082
307	53.00795046
308	52.92603898
309	52.87510149
310	52.83628805
311	52.76498263
312	52.70634212
313	52.64674728
314	52.56163176
315	52.52815805
316	52.46345808
317	52.39078219
318	52.30352675
319	52.26415287
320	52.17453485
321	52.10848482
322	52.06540778
323	52.0087387
324	51.95115481
325	51.86626442
326	51.78310417
327	51.76359884
328	51.68645331
329	51.63442216
330	51.56446079
331	51.44167092
332	51.40431186
333	51.37705094
334	51.27565315
335	51.20763439
336	51.16193116
337	51.08559553
338	51.02439779
339	50.94674843
340	50.88863086
341	50.84073016
342	50.77104057
343	50.67204956
344	50.59012718
345	50.55045534
346	50.50110188
347	50.4611848
348	50.3981414
349	50.32818553
350	50.28602535
351	50.21652167
352	50.13593284
353	50.07906348
354	50.01938487
355	49.96644878
356	49.92577999
357	49.88575998
358	49.8051781
359	49.76024042
360	49.72240211
361	49.67307854
362	49.63054292
363	49.57694441
364	49.52110459
365	49.47602292
366	49.44684195
367	49.37691364
368	49.28359153
369	49.2270756
370	49.19232644
371	49.14517339
372	49.08717923
373	49.04726743
374	48.99475076
375	48.87532966
376	48.83166305
377	48.75595927
378	48.69040641
379	48.64575818
380	48.58382187
381	48.52887162
382	48.46649632
383	48.42350425
384	48.38795037
385	48.30945666
386	48.23040709
387	48.15286015
388	48.08359851
389	48.00574503
390	47.93229517
391	47.90028812
392	47.84873438
393	47.82207989
394	47.76010785
395	47.68590877
396	47.60944506
397	47.55348672
398	47.51808218
399	47.46236195
400	47.39124084
401	47.32111881
402	47.28177938
403	47.24480037
404	47.20746203
405	47.10312542
406	47.04243174
407	47.00438518
408	46.96465383
409	46.9086452
410	46.87428252
411	46.82262508
412	46.78777661
413	46.74894611
414	46.70959039
415	46.66044737
416	46.63458908
417	46.58289467
418	46.54522445
419	46.51060213
420	46.46999065
421	46.43633341
422	46.37783542
423	46.35090926
424	46.27258559
425	46.25443521
426	46.21551458
427	46.15039508
428	46.09559877
429	46.05877228
430	46.04130636
431	45.98954889
432	45.94698612
433	45.90758639
434	45.86060769
435	45.80543839
436	45.72489322
437	45.68587797
438	45.62293186
439	45.54056182
440	45.48953588
441	45.44628933
442	45.42010014
443	45.38186095
444	45.3332479
445	45.28778291
446	45.21349015
447	45.17917113
448	45.15060183
449	45.10569275
450	45.053294
451	44.9912409
452	44.94655918
453	44.89469898
454	44.8571674
455	44.81278573
456	44.78824821
457	44.74689573
458	44.701096
459	44.68312992
460	44.64055502
461	44.56862188
462	44.53133946
463	44.48127496
464	44.43649457
465	44.39051659
466	44.35440859
467	44.30523665
468	44.2325705
469	44.20173211
470	44.15398132
471	44.0959473
472	44.05308563
473	44.03259208
474	43.99421346
475	43.95329601
476	43.9097562
477	43.84693565
478	43.8048551
479	43.74903007
480	43.72038684
481	43.69788889
482	43.67057572
483	43.64160274
484	43.59428781
485	43.53632216
486	43.50098736
487	43.45845365
488	43.4163425
489	43.3705678
490	43.31113501
491	43.28336447
492	43.22674747
493	43.17804643
494	43.14874668
495	43.1167317
496	43.08614953
497	43.04191843
498	42.96788424
499	42.92632928
500	42.86230422
501	42.81149488
502	42.73580356
503	42.68030934
504	42.65075329
505	42.60389295
506	42.57433014
507	42.51702675
508	42.46684277
509	42.40290706
510	42.3545209
511	42.33411655
512	42.3084151
513	42.22784917
514	42.17577834
515	42.13332627
516	42.10783217
517	42.08130043
518	42.03751992
519	41.98825383
520	41.9625083
521	41.90064502
522	41.85276883
523	41.82897969
524	41.79328549
525	41.75001369
526	41.70468712
527	41.68021756
528	41.62809249
529	41.58845652
530	41.55845808
531	41.5143559
532	41.46761336
533	41.43836479
534	41.3850886
535	41.34370929
536	41.31344113
537	41.27323713
538	41.23174173
539	41.20353267
540	41.16722984
541	41.11861545
542	41.07597639
543	41.0278476
544	41.00770556
545	40.95687419
546	40.93714912
547	40.8931962
548	40.84945979
549	40.82330829
550	40.77915548
551	40.75920064
552	40.71782553
553	40.66281157
554	40.6202422
555	40.5726463
556	40.52714962
557	40.46992334
558	40.42484162
559	40.38618145
560	40.35506381
561	40.29373805
562	40.25509679
563	40.20859437
564	40.16742927
565	40.13724274
566	40.10461304
567	40.06045505
568	40.03604276
569	40.00616219
570	39.96868759
571	39.91802664
572	39.90487406
573	39.86452282
574	39.83112318
575	39.79999468
576	39.75358793
577	39.70324517
578	39.66450035
579	39.64458049
580	39.61894689
581	39.57431245
582	39.5327733
583	39.49257295
584	39.46606614
585	39.42665803
586	39.37588937
587	39.35421887
588	39.32875905
589	39.28157877
590	39.23378392
591	39.19236249
592	39.15286103
593	39.10984996
594	39.08250604
595	39.0447072
596	39.03079677
597	38.98989418
598	38.96599665
599	38.9167982
600	38.89712989
601	38.87234677
602	38.82429219
603	38.78809053
604	38.75326803
605	38.70520371
606	38.68083556
607	38.65159192
608	38.60925142
609	38.56270649
610	38.51577022
611	38.48505196
612	38.45282494
613	38.41433026
614	38.37911809
615	38.33603836
616	38.30347691
617	38.26454105
618	38.22306697
619	38.20322446
620	38.18287832
621	38.14858342
622	38.11027994
623	38.10174809
624	38.08364814
625	38.04337044
626	37.9896888
627	37.9561512
628	37.9141251
629	37.89757758
630	37.84608518
631	37.8228663
632	37.79089842
633	37.75009286
634	37.72278173
635	37.66841527
636	37.63389636
637	37.60776018
638	37.56943167
639	37.54103143
640	37.51317681
641	37.48644268
642	37.42806818
643	37.38106774
644	37.32021084
645	37.29739742
646	37.26210184
647	37.24407628
648	37.19912425
649	37.17527558
650	37.14393931
651	37.10668696
652	37.07521782
653	37.03646309
654	37.00040915
655	36.97206854
656	36.93195964
657	36.9132473
658	36.89198299
659	36.8664784
660	36.83424556
661	36.81561572
662	36.77916808
663	36.76061327
664	36.72721622
665	36.68126747
666	36.65161917
667	36.60938856
668	36.5839907
669	36.55161291
670	36.52588024
671	36.500725
672	36.47236051
673	36.44083946
674	36.40682429
675	36.37661588
676	36.35290189
677	36.31926186
678	36.28936295
679	36.24675065
680	36.2116027
681	36.17779317
682	36.16014092
683	36.12981792
684	36.11493286
685	36.09160804
686	36.06155957
687	36.02399437
688	36.00022956
689	35.96159901
690	35.92213033
691	35.91053664
692	35.89112529
693	35.86822896
694	35.8423267
695	35.80490532
696	35.7745925
697	35.7486675
698	35.71618265
699	35.70030908
700	35.65818847
701	35.63075092
702	35.60271844
703	35.56470617
704	35.53442193
705	35.49570356
706	35.46526773
707	35.42813644
708	35.4091619
709	35.36273937
710	35.326962
711	35.28845343
712	35.27464762
713	35.24769579
714	35.2108831
715	35.18786347
716	35.15852339
717	35.1309967
718	35.09502939
719	35.06698267
720	35.04539096
721	35.0034455
722	34.96913759
723	34.93393237
724	34.90563981
725	34.87255946
726	34.84071986
727	34.798883
728	34.77514308
729	34.76400854
730	34.73114441
731	34.70615793
732	34.68453522
733	34.65381631
734	34.6229577
735	34.59541969
736	34.56010339
737	34.52709176
738	34.49588255
739	34.46517903
740	34.43658906
741	34.41386072
742	34.3739623
743	34.32482724
744	34.28274653
745	34.26004036
746	34.23770293
747	34.21396968
748	34.1930337
749	34.15692689
750	34.13216578
751	34.09296996
752	34.06732531
753	34.04413361
754	34.0157398
755	33.99292125
756	33.95995022
757	33.9294131
758	33.89305235
759	33.85342053
760	33.82635642
761	33.8033714
762	33.76796093
763	33.73245676
764	33.71473381
765	33.68675425
766	33.66156998
767	33.63923275
768	33.61615926
769	33.59558164
770	33.57646133
771	33.55505666
772	33.52833527
773	33.5025366
774	33.46935997
775	33.44815973
776	33.42678742
777	33.40723642
778	33.37896081
779	33.35010768
780	33.3322899
781	33.30934351
782	33.27679489
783	33.24197476
784	33.20960975
785	33.17009348
786	33.13882066
787	33.11063712
788	33.09159012
789	33.06289449
790	33.02467475
791	33.00479703
792	32.98913754
793	32.94283225
794	32.9134759
795	32.88487043
796	32.8575404
797	32.82633087
798	32.79410135
799	32.77186761
800	32.73502393
801	32.71971832
802	32.69577519
803	32.67712887
804	32.6558588
805	32.62731193
806	32.59834427
807	32.57363316
808	32.54879855
809	32.51855655
810	32.49208619
811	32.46709904
812	32.44113878
813	32.40713875
814	32.3768898
815	32.34941403
816	32.31073481
817	32.28295915
818	32.26004725
819	32.22758074
820	32.20465678
821	32.1743002
822	32.13559444
823	32.11672947
824	32.09458296
825	32.07230828
826	32.04139249
827	32.01654457
828	31.97477052
829	31.95665199
830	31.92462197
831	31.89358535
832	31.86137364
833	31.84341329
834	31.8161758
835	31.79666572
836	31.77095682
837	31.74623004
838	31.72428688
839	31.69704071
840	31.66918095
841	31.63707871
842	31.60975501
843	31.57895427
844	31.56182437
845	31.53851767
846	31.52099003
847	31.49092077
848	31.47392807
849	31.45076031
850	31.43010735
851	31.41025919
852	31.3821179
853	31.3655541
854	31.34385509
855	31.31004275
856	31.2861075
857	31.27651471
858	31.26160934
859	31.23325823
860	31.19653185
861	31.15039727
862	31.1162059
863	31.09427022
864	31.06789689
865	31.04219973
866	31.01002794
867	30.99200886
868	30.96594568
869	30.94375845
870	30.92625994
871	30.89125003
872	30.87452184
873	30.8562311
874	30.84157512
875	30.80727021
876	30.78456017
877	30.75570416
878	30.73313276
879	30.69304689
880	30.67972656
881	30.65531679
882	30.63309205
883	30.60115766
884	30.57919823
885	30.56740425
886	30.5539728
887	30.52909804
888	30.50571329
889	30.4935905
890	30.46920642
891	30.4494587
892	30.41599501
893	30.39128924
894	30.37919581
895	30.33984948
896	30.31086439
897	30.29493395
898	30.2656843
899	30.22883316
900	30.20477365
901	30.17753428
902	30.15791638
903	30.13637156
904	30.09882792
905	30.07533231
906	30.05064788
907	30.03061151
908	30.01941447
909	30.00057069
910	29.97401612
911	29.95976713
912	29.94417748
913	29.92509792
914	29.90129191
915	29.87695061
916	29.85063671
917	29.82157372
918	29.80705629
919	29.78764705
920	29.75604016
921	29.73457668
922	29.70874163
923	29.6904871
924	29.6742485
925	29.65474248
926	29.63441471
927	29.60478524
928	29.57608239
929	29.55775221
930	29.54006063
931	29.52480481
932	29.51117823
933	29.49527469
934	29.48004973
935	29.46554488
936	29.43816597
937	29.41088833
938	29.38621495
939	29.37339474
940	29.34919616
941	29.33520237
942	29.30821051
943	29.2800794
944	29.25958251
945	29.22332899
946	29.20152189
947	29.17449734
948	29.1584566
949	29.13431459
950	29.11230093
951	29.0858187
952	29.06943249
953	29.04353837
954	29.03096946
955	29.00606363
956	28.98158332
957	28.9473093
958	28.92513124
959	28.90801862
960	28.87810408
961	28.85724998
962	28.83672492
963	28.81126339
964	28.79707055
965	28.77502224
966	28.76126463
967	28.74527828
968	28.73353432
969	28.6985236
970	28.67482357
971	28.64370688
972	28.61917114
973	28.60399538
974	28.58406552
975	28.56796803
976	28.55469983
977	28.53900399
978	28.51718261
979	28.49893043
980	28.47962179
981	28.46703786
982	28.44710835
983	28.43032543
984	28.41520377
985	28.39834576
986	28.38679028
987	28.3611532
988	28.34575652
989	28.31595754
990	28.29219541
991	28.27828718
992	28.24483957
993	28.22708918
994	28.2148796
995	28.19444109
996	28.16573988
997	28.14085624
998	28.12013488
999	28.08426077
