,geo_id,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1769,90804,1780.0,1733.8333333333333,1679.5,1769.8333333333333,1807.6666666666667,1975.3333333333333,2046.8333333333333,2120.1666666666665,2172.0,2162.1666666666665,2187.0
1775,95667,1520.5,1406.3,1369.75,1402.0,1516.75,1649.9166666666667,1729.1666666666667,1812.4166666666667,1857.75,1882.6666666666667,1862.0
1777,95127,2035.5,2008.6666666666667,2209.8333333333335,2345.0,2411.8333333333335,2808.1666666666665,2986.75,3005.1666666666665,3059.5,3089.0833333333335,3042.0
1778,91016,2174.0,2089.75,2083.1666666666665,2149.8333333333335,2241.5,2396.8333333333335,2467.75,2515.0833333333335,2485.3333333333335,2451.25,2501.0
1779,95476,2053.75,1875.9166666666667,1791.3333333333333,1967.75,2151.5,2377.8333333333335,2541.0833333333335,2642.5833333333335,2820.5833333333335,2784.1666666666665,2811.0
1780,95111,1831.25,1927.5833333333333,2166.1666666666665,2300.0,2433.0833333333335,2840.25,3039.5833333333335,3055.25,3119.6666666666665,3120.5833333333335,3135.0
1784,95062,2463.25,2312.4166666666665,2332.0833333333335,2369.25,2512.6666666666665,2981.8333333333335,3126.6666666666665,3211.3333333333335,3204.1666666666665,3225.5,3281.0
1792,95126,1998.25,2019.75,2238.0,2384.3333333333335,2657.0,3051.5833333333335,3158.6666666666665,3085.5833333333335,3085.0,3096.8333333333335,3046.0
1803,94901,1890.75,2274.285714285714,2429.25,2601.25,2916.3333333333335,3376.6666666666665,3612.5833333333335,3584.6666666666665,3578.5,3473.9166666666665,3513.0
1806,94606,2093.5,1807.0,1869.0833333333333,1958.8333333333333,2193.5,2553.4166666666665,2876.3333333333335,2851.4166666666665,2842.1666666666665,2866.5833333333335,2886.0
1810,91913,2050.0,2022.5,1995.3333333333333,2037.3333333333333,2120.25,2197.0,2283.0833333333335,2358.4166666666665,2438.6666666666665,2479.25,2538.0
1813,90815,2081.5,2013.5833333333333,1964.8333333333333,2012.6666666666667,2051.0833333333335,2220.6666666666665,2296.9166666666665,2355.0,2370.0,2407.5833333333335,2389.0
1814,92506,1820.5,1839.0,1714.75,1802.1666666666667,1841.0833333333333,1979.4166666666667,2030.25,2153.5833333333335,2197.9166666666665,2204.6666666666665,2266.0
1823,93455,1575.25,1526.3636363636363,1443.75,1399.4545454545455,1288.6666666666667,1791.6,1866.0,1885.0833333333333,1933.1666666666667,2045.3333333333333,2122.0
1844,95926,1357.5,1188.2,1190.0833333333333,1281.0833333333333,1202.5714285714287,1395.4166666666667,1408.3333333333333,1445.8333333333333,1445.25,1675.5833333333333,1726.0
1854,94040,2564.0,2757.3333333333335,2991.3333333333335,3080.6666666666665,3544.1666666666665,3957.9166666666665,3934.6666666666665,3916.75,3880.75,3970.5,4050.0
1876,94608,1944.6666666666667,1809.5,1900.9166666666667,2027.4166666666667,2252.4,2800.8888888888887,3026.6666666666665,2946.3333333333335,2944.0833333333335,2971.8333333333335,2871.0
1890,92025,1880.5,1788.3333333333333,1764.25,1826.0833333333333,1897.5833333333333,2031.0833333333333,2137.25,2198.6666666666665,2241.4166666666665,2381.25,2464.0
1893,93534,1722.75,1336.8,1260.8333333333333,1276.6666666666667,1306.8333333333333,1395.4166666666667,1510.8333333333333,1649.090909090909,1714.8333333333333,1826.25,
1903,92395,1086.75,1108.0,1068.3333333333333,1051.5833333333333,1063.3333333333333,1122.0833333333333,1170.1666666666667,1246.0,1285.0833333333333,1327.0833333333333,1381.0
1909,92069,1983.25,1925.5833333333333,1915.3333333333333,1967.9166666666667,2096.25,2240.75,2328.8333333333335,2413.9166666666665,2433.4166666666665,2496.8333333333335,2541.0
1913,91320,2365.75,2431.4166666666665,2497.25,2533.3333333333335,2607.25,2792.1666666666665,2827.4166666666665,2895.3333333333335,2964.4166666666665,3004.0833333333335,3007.0
1914,90029,1942.0,1974.0,1927.5,2011.25,2159.6666666666665,2422.0,2486.1666666666665,2591.3333333333335,2563.6666666666665,2628.75,2660.0
1922,94404,2453.0,2693.5833333333335,3004.0833333333335,3193.25,3531.5833333333335,3937.1666666666665,3870.6666666666665,3876.6666666666665,3910.0,3969.0,3968.0
1924,95928,1337.5,1176.1,1148.5,1252.5833333333333,1203.7777777777778,1373.5833333333333,1395.3333333333333,1423.75,1425.3333333333333,1677.4166666666667,1746.0
1930,93313,1432.0,1196.4545454545455,1176.6666666666667,1225.9166666666667,1218.8333333333333,1290.0,1304.0,1316.75,1303.8333333333333,1326.75,1377.0
1931,90065,2380.75,2207.5833333333335,2180.8333333333335,2214.75,2307.5833333333335,2620.2727272727275,2741.8333333333335,2761.25,2614.4166666666665,2576.0833333333335,2615.0
1932,91606,2214.5,2146.5,2148.8333333333335,2210.1666666666665,2279.3333333333335,2442.5833333333335,2578.5833333333335,2618.3333333333335,2637.0833333333335,2588.25,2625.0
1940,92557,1394.5,1415.5833333333333,1428.9166666666667,1474.0833333333333,1518.75,1596.0833333333333,1653.75,1701.5833333333333,1736.0,1795.1666666666667,1866.0
1942,90291,3450.75,3336.25,3342.1666666666665,3371.25,3635.2727272727275,4094.5833333333335,4302.333333333333,4191.833333333333,3954.9166666666665,3987.3333333333335,
1957,91423,2520.25,2495.75,2501.25,2594.9166666666665,2727.0833333333335,2911.6666666666665,3015.0,3059.6666666666665,3017.9166666666665,3032.5833333333335,3035.0
1960,90501,2333.5,2256.3333333333335,2162.3333333333335,2234.8333333333335,2304.0833333333335,2478.5833333333335,2563.0,2616.8333333333335,2604.3333333333335,2568.0,2557.0
1962,95404,1746.25,1732.0,1714.5833333333333,1790.8333333333333,1964.4166666666667,2258.25,2447.3333333333335,2517.5833333333335,2732.5,2665.3333333333335,2666.0
1968,94116,3173.75,2836.6666666666665,2925.0,3091.75,3455.6666666666665,4000.4166666666665,4075.3333333333335,3839.8333333333335,3816.0833333333335,3821.8333333333335,3808.0
1971,94804,1825.25,1746.3333333333333,1765.75,1837.3333333333333,2072.4545454545455,2391.3333333333335,2492.25,2531.3333333333335,2583.4166666666665,2622.0833333333335,2613.0
1978,93619,1626.5,1449.5,1392.8333333333333,1372.1666666666667,1371.111111111111,1514.3333333333333,1604.5,1681.5833333333333,1724.5,1754.0,1780.0
1985,94560,2268.25,2109.5833333333335,2134.0,2268.9166666666665,2552.25,2987.4166666666665,3137.25,3143.8333333333335,3150.0833333333335,3102.8333333333335,3043.0
1987,95050,2054.0,2059.6666666666665,2259.5833333333335,2407.8333333333335,2637.7272727272725,3091.6666666666665,3186.5,3106.25,3119.5833333333335,3181.8333333333335,3207.0
1994,92084,1933.0,1889.8333333333333,1872.1666666666667,1900.5833333333333,1962.5833333333333,2096.25,2234.6666666666665,2294.0,2343.3333333333335,2461.5833333333335,2506.0
1998,90723,1912.0,1856.9166666666667,1880.5,1935.25,1958.8333333333333,2116.0833333333335,2193.6666666666665,2277.9166666666665,2289.3333333333335,2250.0,2288.0
2003,90292,3583.0,3517.1666666666665,3528.0833333333335,3566.4545454545455,3752.5833333333335,4034.25,4142.75,3999.0833333333335,3959.8333333333335,4016.9166666666665,4111.0
2007,90069,3362.75,3434.75,3456.3333333333335,3478.1666666666665,3604.6666666666665,3947.8333333333335,4005.5833333333335,3933.9166666666665,3756.8333333333335,3738.5833333333335,3729.0
2008,91732,2187.0,2109.1666666666665,2084.4166666666665,2163.1666666666665,2225.0,2375.6666666666665,2450.25,2491.4166666666665,2454.4166666666665,2317.6666666666665,2343.0
2011,90262,2018.5,1995.75,1895.4166666666667,1968.9166666666667,2002.5,2179.6666666666665,2253.4166666666665,2350.25,2334.25,2308.4166666666665,2321.0
2012,94551,2003.5,1923.25,2010.25,2161.25,2435.75,2660.9166666666665,2822.1666666666665,2846.0,2822.5,2826.5,2875.0
2017,92308,1147.75,1167.6666666666667,1131.0833333333333,1117.0833333333333,1120.3333333333333,1161.0833333333333,1199.5,1265.4166666666667,1306.1666666666667,1329.5,1376.0
2029,94582,2920.0,2970.6666666666665,3193.8333333333335,3294.75,3478.5833333333335,3816.1666666666665,3926.0833333333335,3802.5,3701.25,3687.4166666666665,3625.0
2033,95757,1457.25,1401.9166666666667,1411.0,1439.5,1462.75,1622.1666666666667,1772.75,1858.0833333333333,1927.0,2004.1666666666667,2010.0
2039,95973,1429.75,1235.5555555555557,1243.0833333333333,1325.6363636363637,1185.2857142857142,1415.8181818181818,1428.5833333333333,1460.5833333333333,1453.1666666666667,1718.6363636363637,1762.0
2042,90241,2224.25,2158.4166666666665,2106.25,2175.8333333333335,2192.9166666666665,2320.5833333333335,2391.0,2459.5,2456.6666666666665,2423.6666666666665,2479.0
2044,92019,1750.6666666666667,1790.75,1784.5833333333333,1818.0833333333333,1881.0,2014.6666666666667,2118.5833333333335,2173.3333333333335,2215.6666666666665,2266.0833333333335,2302.0
2056,90405,3528.0,3461.3333333333335,3469.25,3458.75,3840.0,4288.75,4431.75,4178.416666666667,3997.8333333333335,4007.909090909091,4006.0
2058,92307,1101.5,1142.0,1124.0833333333333,1112.9166666666667,1118.9166666666667,1161.0,1207.4166666666667,1279.6666666666667,1325.5,1353.5,1405.0
2061,90740,2234.5,2193.3333333333335,2125.5833333333335,2124.5,2258.5833333333335,2438.75,2545.6666666666665,2543.4166666666665,2494.75,2572.0,2502.0
2063,94578,1790.6666666666667,1710.25,1760.0833333333333,1867.3333333333333,2062.75,2357.8333333333335,2573.25,2599.9166666666665,2582.4166666666665,2636.1666666666665,2742.0
2087,93030,1918.5,1872.0833333333333,1887.25,2011.5,2085.6666666666665,2223.8333333333335,2243.75,2325.1666666666665,2399.5833333333335,2444.5,2482.0
2088,94044,2307.0,2358.5833333333335,2531.25,2653.9166666666665,2867.75,3329.4166666666665,3525.5833333333335,3426.0833333333335,3398.75,3469.25,3499.0
2093,90638,2130.75,2071.8333333333335,2025.5,2128.8333333333335,2295.5,2425.5833333333335,2504.0833333333335,2542.9166666666665,2572.5833333333335,2614.0833333333335,2672.0
2094,90008,2192.5,2144.9166666666665,2095.3333333333335,2127.4166666666665,2289.5,2459.5,2582.3333333333335,2652.5,2637.3333333333335,2742.9166666666665,2827.0
2100,91401,2290.75,2235.5,2201.9166666666665,2278.6666666666665,2413.6666666666665,2591.1666666666665,2725.5,2752.75,2771.3333333333335,2798.25,2842.0
2104,93726,1207.5,1106.4166666666667,1063.25,1074.0,1078.25,1131.8333333333333,1166.9166666666667,1211.75,1263.5,1296.5833333333333,1327.0
2107,92262,1686.0,1748.75,1622.5,1653.0833333333333,1788.9166666666667,1875.5833333333333,1933.9166666666667,2003.5,2081.3333333333335,2207.75,2247.0
2110,92821,2002.5,2031.4166666666667,2085.25,2100.6666666666665,2134.9166666666665,2217.1666666666665,2372.5,2413.1666666666665,2446.5,2479.25,2565.0
2125,92840,1927.25,1913.5,1910.8333333333333,1968.9166666666667,2022.4166666666667,2194.0833333333335,2283.5833333333335,2310.3333333333335,2335.8333333333335,2392.8333333333335,2377.0
2130,93940,2335.75,2189.1,2284.1666666666665,2309.9166666666665,2323.0,2439.6666666666665,2629.5,2709.5833333333335,2812.0833333333335,2857.0,2911.0
2133,94123,3513.25,3702.1666666666665,3926.0,4344.666666666667,4740.416666666667,5265.083333333333,5329.916666666667,4983.916666666667,4925.833333333333,5018.083333333333,4924.0
2136,94523,2074.75,2185.5,2231.4166666666665,2374.6666666666665,2487.9166666666665,2788.0833333333335,2994.0833333333335,2923.5833333333335,2928.8333333333335,2973.3333333333335,2997.0
2143,90266,4368.5,4227.583333333333,4253.25,4362.545454545455,4563.5,4927.083333333333,4997.0,4941.666666666667,4526.0,4607.545454545455,4441.0
2147,92505,1589.75,1648.1666666666667,1615.0833333333333,1680.1666666666667,1712.5833333333333,1793.9166666666667,1845.0833333333333,1896.5,1950.6666666666667,2022.75,2071.0
2148,95691,1304.25,1320.5,1367.0833333333333,1355.75,1403.3333333333333,1502.5,1661.9166666666667,1746.5833333333333,1786.3333333333333,1844.9166666666667,
2153,91360,2078.0,2183.5,2242.0833333333335,2344.0,2459.9166666666665,2601.25,2643.75,2613.9166666666665,2714.3333333333335,2793.8333333333335,2799.0
2155,91205,2229.0,2180.4166666666665,2149.75,2230.3333333333335,2331.1666666666665,2525.25,2615.1666666666665,2652.5833333333335,2633.9166666666665,2643.8333333333335,2660.0
2159,91767,1793.0,1755.9166666666667,1769.5833333333333,1827.0833333333333,1855.75,1965.8333333333333,2064.0,2148.1666666666665,2157.0833333333335,2170.5833333333335,2206.0
2164,92705,2500.5,2387.0833333333335,2349.0,2404.9166666666665,2420.6666666666665,2621.6666666666665,2659.3333333333335,2706.6666666666665,2692.0833333333335,2640.4166666666665,2598.0
2170,91604,2772.3333333333335,2804.25,2793.1666666666665,2908.1666666666665,2981.8333333333335,3198.4166666666665,3278.5833333333335,3304.5,3261.4166666666665,3281.25,3290.0
2176,92649,2284.0,2217.5,2188.25,2186.9166666666665,2355.8333333333335,2524.9166666666665,2558.5833333333335,2606.25,2610.5,2726.6363636363635,2688.0
2179,92373,1806.25,1805.9166666666667,1730.4166666666667,1763.0,1767.1666666666667,1882.4166666666667,1977.0,2040.1666666666667,2134.5833333333335,2159.8333333333335,2157.0
2191,94303,2914.25,2748.909090909091,2870.6666666666665,2921.5,3380.3333333333335,3810.1666666666665,3872.8333333333335,3809.25,3832.8333333333335,3821.0833333333335,3888.0
2201,90505,2528.25,2414.0,2321.75,2355.4166666666665,2463.8333333333335,2689.0833333333335,2805.5833333333335,2824.8333333333335,2781.1666666666665,2753.5,2680.0
2202,95843,1115.0,1262.7272727272727,1276.25,1338.0,1346.1666666666667,1398.5,1472.8333333333333,1543.5833333333333,1595.4166666666667,1603.75,1648.0
2211,90808,2022.0,1951.5,1903.3333333333333,1991.9166666666667,2045.3333333333333,2236.75,2307.5,2372.1666666666665,2367.25,2332.3333333333335,2339.0
2217,90403,4419.75,4302.5,4364.727272727273,4210.25,4425.454545454545,4961.083333333333,5120.166666666667,4858.166666666667,4652.916666666667,4588.333333333333,
2222,92058,1656.3333333333333,1659.8333333333333,1687.0,1746.0833333333333,1796.25,1882.8333333333333,1983.4166666666667,2062.3333333333335,2137.25,2224.4166666666665,2303.0
2223,95833,1288.3333333333333,1205.3333333333333,1219.3333333333333,1267.25,1308.4166666666667,1379.8333333333333,1456.1666666666667,1542.9166666666667,1615.25,1656.5833333333333,1706.0
2236,91387,2315.5,2248.1666666666665,2250.6666666666665,2289.8333333333335,2339.0833333333335,2433.4166666666665,2495.1666666666665,2556.0833333333335,2612.75,2680.0,2737.0
2255,95129,2448.75,2545.8333333333335,2742.1666666666665,2877.9166666666665,3175.4545454545455,3627.4166666666665,3689.4166666666665,3585.1666666666665,3634.8333333333335,3666.25,3609.0
2287,92102,1693.0,1631.9166666666667,1630.5833333333333,1659.3333333333333,1747.0833333333333,1909.25,1999.6666666666667,2081.5,2103.8333333333335,2279.818181818182,2372.0
2304,95307,1195.0,1102.0,1081.0833333333333,1122.3333333333333,1146.6666666666667,1230.1666666666667,1319.1666666666667,1379.0833333333333,1433.25,1470.0,1502.0
2311,92612,2449.0,2472.1666666666665,2542.1666666666665,2605.8333333333335,2682.9166666666665,2794.75,2879.8333333333335,2938.9166666666665,2964.5,3041.0833333333335,3040.0
2314,93612,1250.6666666666667,1096.5454545454545,1028.0,1025.0,1022.9166666666666,1092.8333333333333,1131.0833333333333,1209.8333333333333,1262.5833333333333,1286.0833333333333,1313.0
2330,94583,2518.75,2802.8333333333335,2980.3333333333335,2999.8333333333335,3217.8333333333335,3487.6666666666665,3599.5833333333335,3494.4166666666665,3464.9166666666665,3448.4166666666665,3370.0
2338,90744,1899.75,1841.5833333333333,1804.75,1895.5833333333333,1914.3333333333333,2064.25,2160.1666666666665,2256.8333333333335,2307.0833333333335,2315.25,2290.0
2339,94534,1942.25,1903.3333333333333,1939.1666666666667,1961.1666666666667,2038.5833333333333,2248.5,2273.5,2374.4166666666665,2411.6666666666665,2458.1666666666665,2415.0
2379,93635,1207.0,935.2857142857143,944.1666666666666,968.6666666666666,993.0833333333334,1078.25,1191.3333333333333,1274.9166666666667,1385.0833333333333,1434.5833333333333,1488.0
2380,94954,1850.0,1803.0833333333333,1810.4166666666667,1956.6666666666667,2130.1666666666665,2349.25,2519.3333333333335,2647.9166666666665,2823.4166666666665,2754.9166666666665,2778.0
2409,92543,1225.25,1230.6666666666667,1235.9166666666667,1282.6666666666667,1282.5833333333333,1363.0833333333333,1412.1666666666667,1463.8333333333333,1479.1666666666667,1497.8333333333333,1554.0
2418,95835,1274.5,1260.5833333333333,1271.5,1320.8333333333333,1382.0833333333333,1476.0833333333333,1588.75,1677.25,1720.5833333333333,1796.909090909091,1871.0
2419,91748,2153.0,2126.25,2120.5833333333335,2170.4166666666665,2311.25,2436.3333333333335,2542.75,2601.5833333333335,2587.1666666666665,2546.3333333333335,2556.0
2425,91306,2105.25,2081.4166666666665,2134.1666666666665,2186.0833333333335,2238.5833333333335,2375.0,2505.1666666666665,2582.75,2649.5833333333335,2749.25,2766.0
2429,92591,1850.75,1856.3333333333333,1820.0833333333333,1845.1666666666667,1814.8333333333333,1913.3333333333333,2036.0833333333333,2081.9166666666665,2152.0,2165.75,2172.0
2430,95765,1724.75,1771.9166666666667,1892.5,1913.5833333333333,1828.7,1937.25,2068.75,2196.0,2265.25,2296.75,2299.0
2441,92374,1650.5,1642.6666666666667,1629.5,1672.1666666666667,1665.8333333333333,1739.5,1811.8333333333333,1837.4166666666667,1892.9166666666667,1943.25,1942.0
2449,90035,3117.0,3082.75,3072.0,3154.9166666666665,3268.1666666666665,3569.4166666666665,3687.75,3626.5,3544.5833333333335,3694.6666666666665,3699.0
2461,91607,2329.0,2267.8333333333335,2230.0833333333335,2340.9166666666665,2449.5,2631.8333333333335,2793.25,2854.0,2860.1666666666665,2865.3333333333335,2885.0
2465,92570,1503.75,1527.5833333333333,1483.5833333333333,1505.3333333333333,1546.8333333333333,1619.9166666666667,1659.0833333333333,1719.9166666666667,1755.3333333333333,1832.0833333333333,1875.0
2490,92240,1166.3333333333333,1250.1666666666667,1194.4166666666667,1220.5,1294.3333333333333,1340.8333333333333,1358.8333333333333,1409.0833333333333,1433.5,1517.8333333333333,1569.0
2497,91311,2250.0,2224.5833333333335,2236.8333333333335,2285.75,2339.8333333333335,2445.0,2534.75,2575.5,2657.75,2719.25,2758.0
2501,90007,2363.75,2212.4166666666665,2098.4166666666665,2212.3333333333335,2196.1666666666665,2381.25,2470.25,2541.9166666666665,2513.4166666666665,2555.0833333333335,2534.0
2502,94531,1884.25,1823.5833333333333,1808.8333333333333,1838.0833333333333,1924.9166666666667,2088.3333333333335,2190.5,2199.3333333333335,2278.0,2357.0833333333335,2376.0
2507,94561,1762.5,1679.0,1655.5833333333333,1704.4166666666667,1780.8333333333333,1904.4166666666667,2037.9166666666667,2095.5833333333335,2183.0833333333335,2250.6666666666665,2271.0
2514,95128,1694.5,1747.8181818181818,1968.4166666666667,2140.6666666666665,2410.4166666666665,2807.25,2905.6666666666665,2856.8333333333335,2844.25,2896.8333333333335,2856.0
2515,92879,1735.25,1737.0,1690.25,1767.75,1771.5833333333333,1857.25,1943.75,2014.5,2105.6666666666665,2137.25,2193.0
2518,90012,2207.0,2162.3333333333335,2162.3333333333335,2193.5,2237.5,2442.9166666666665,2540.0,2562.5833333333335,2549.6666666666665,2619.0833333333335,2623.0
2525,92703,1840.75,1824.8333333333333,1852.9166666666667,1928.9166666666667,2002.9166666666667,2161.3333333333335,2262.4166666666665,2326.1666666666665,2342.0833333333335,2406.9166666666665,2419.0
2527,95695,1383.25,1364.5833333333333,1420.0833333333333,1405.25,1475.8333333333333,1583.25,1710.6666666666667,1778.0,1854.9166666666667,1862.9166666666667,1868.0
2532,95134,1964.25,1956.142857142857,2259.0833333333335,2433.0,2705.181818181818,3095.25,3229.5833333333335,3113.25,3232.1666666666665,3216.909090909091,3185.0
2533,94061,2357.0,2581.875,2724.1666666666665,2883.0833333333335,3207.8333333333335,3623.1666666666665,3773.0,3654.75,3662.75,3752.0833333333335,3792.0
2536,93012,1918.5,1947.5833333333333,2022.25,2117.4166666666665,2215.1666666666665,2307.75,2376.9166666666665,2441.25,2513.0,2567.0833333333335,2605.0
2539,91362,2374.25,2437.25,2509.5833333333335,2559.0,2620.3333333333335,2824.1666666666665,2881.4166666666665,2904.3333333333335,2974.0833333333335,3032.9166666666665,3013.0
2543,95401,1553.75,1573.6666666666667,1579.75,1657.8333333333333,1825.5833333333333,2119.8333333333335,2303.0833333333335,2376.0833333333335,2558.5833333333335,2502.25,2505.0
2547,93292,1338.0,1278.909090909091,1237.8333333333333,1159.5,1115.4166666666667,1130.5833333333333,1161.0833333333333,1192.3333333333333,1191.3333333333333,1211.9166666666667,1271.0
2552,95688,1548.3333333333333,1555.4166666666667,1548.5833333333333,1583.3333333333333,1655.0833333333333,1816.25,1927.4166666666667,2038.5,2059.75,2131.75,2140.0
2553,95380,1301.3333333333333,1059.5,1062.0833333333333,1098.4166666666667,1135.25,1223.6666666666667,1321.75,1388.0,1428.5833333333333,1470.8333333333333,1524.0
2555,92410,1142.75,1201.1666666666667,1193.5,1188.0,1230.75,1275.9166666666667,1360.25,1441.8333333333333,1505.5833333333333,1549.9166666666667,1601.0
2570,91701,1777.0,1754.0,1715.9166666666667,1770.75,1806.0,1944.25,2060.25,2189.6666666666665,2232.5833333333335,2255.8333333333335,2278.0
2577,94401,2136.5,2314.4166666666665,2459.5,2626.6666666666665,2929.8333333333335,3316.8333333333335,3441.0833333333335,3360.5833333333335,3384.9166666666665,3468.4166666666665,3506.0
2599,90048,3186.0,3192.0833333333335,3261.1666666666665,3289.5,3376.75,3705.1666666666665,3809.25,3785.4166666666665,3652.1666666666665,3655.1666666666665,3615.0
2606,92707,1913.5,1907.0833333333333,1935.3333333333333,2016.0833333333333,2116.3333333333335,2315.5833333333335,2366.4166666666665,2366.5833333333335,2407.25,2484.090909090909,2458.0
2612,94043,2625.0,2769.75,3036.5,3158.6666666666665,3511.6666666666665,3913.25,3995.5,3828.4166666666665,3871.9166666666665,3970.4166666666665,3957.0
2618,92107,2581.5,2438.0,2357.0,2398.1666666666665,2530.3333333333335,2670.5,2752.9166666666665,2800.0,2805.25,2966.25,3035.0
2631,93401,2171.25,1946.1666666666667,1963.125,1954.0,,2649.0,2710.1666666666665,2738.1666666666665,2811.6666666666665,2776.9166666666665,2773.0
2636,94131,3392.0,3286.4166666666665,3366.3333333333335,3667.5833333333335,4042.5,4642.833333333333,4726.75,4474.916666666667,4406.916666666667,4441.583333333333,4444.0
2640,93555,1458.0,1003.0,945.5,964.8333333333334,942.0,1011.8333333333334,1037.4166666666667,1084.6666666666667,1101.9166666666667,1126.3333333333333,1187.0
2642,92571,1476.25,1495.9166666666667,1477.3333333333333,1467.8333333333333,1482.5,1559.9166666666667,1624.0,1673.75,1732.75,1795.0833333333333,1857.0
2644,94014,2498.0,2348.0,2442.0,2560.0,2556.375,3123.6,3334.6666666666665,3261.4166666666665,3242.5833333333335,3313.9166666666665,3296.0
2654,90620,2273.25,2173.5833333333335,2120.5833333333335,2165.0833333333335,2175.9166666666665,2304.75,2407.4166666666665,2459.0,2482.9166666666665,2541.0833333333335,2603.0
2657,96001,1343.0,1233.3,1109.6666666666667,1138.5833333333333,1201.1666666666667,1286.3333333333333,1297.8333333333333,1325.0,1365.25,1441.0833333333333,1458.0
2663,93458,1265.5,1301.3636363636363,1244.5833333333333,1266.75,1278.25,1557.125,1652.75,1717.25,1736.3333333333333,1805.5,1850.0
2665,91505,2367.5,2354.25,2336.3333333333335,2396.6666666666665,2496.75,2684.0833333333335,2785.25,2812.4166666666665,2806.0,2841.3333333333335,2829.0
2669,92867,2190.0,2133.5,2144.9166666666665,2236.4166666666665,2299.25,2454.0833333333335,2539.9166666666665,2593.8333333333335,2612.9166666666665,2691.8333333333335,2737.0
2676,90068,2454.3333333333335,2540.1666666666665,2534.8333333333335,2603.6666666666665,2725.5833333333335,2981.9166666666665,3031.5,3062.6666666666665,3017.25,3053.5833333333335,
2678,91107,2269.5,2227.0833333333335,2207.3333333333335,2264.75,2367.5833333333335,2593.0833333333335,2678.5,2740.1666666666665,2631.5,2597.4166666666665,2630.0
2695,91750,2115.0,2005.75,1985.6666666666667,2041.25,2136.6666666666665,2287.25,2366.9166666666665,2427.25,2403.0,2342.25,2369.0
2698,90032,1959.0,1940.9166666666667,1859.0833333333333,1952.0833333333333,1993.9166666666667,2218.3333333333335,2280.0833333333335,2340.0,2308.8333333333335,2244.75,2308.0
2704,93036,1942.75,1890.3333333333333,1913.8333333333333,2031.5,2129.75,2265.5833333333335,2317.0,2374.1666666666665,2436.5833333333335,2469.8333333333335,2517.0
2712,92264,1785.0,1975.0,1773.9166666666667,1754.4166666666667,1893.3636363636363,2021.9166666666667,2065.75,2128.1666666666665,2228.6666666666665,2426.0,2433.0
2731,91206,2370.5,2279.0,2225.0833333333335,2321.0,2396.9166666666665,2607.9166666666665,2690.9166666666665,2708.0833333333335,2665.5833333333335,2692.1666666666665,2733.0
2738,94520,1611.75,1655.6666666666667,1712.6666666666667,1809.3333333333333,1975.5,2208.9166666666665,2353.1666666666665,2391.75,2426.5,2458.3333333333335,2471.0
2739,90807,1985.0,1912.0833333333333,1841.5833333333333,1929.0833333333333,1942.8333333333333,2115.0,2184.25,2258.4166666666665,2276.4166666666665,2321.1666666666665,2278.0
2757,92806,1945.75,1862.8333333333333,1900.8333333333333,2002.5833333333333,2045.0,2202.3333333333335,2291.0833333333335,2292.9166666666665,2342.75,2457.75,2479.0
2775,92203,1926.3333333333333,2053.6363636363635,1823.4166666666667,1828.5,1915.5833333333333,1965.3333333333333,1951.4166666666667,2033.4166666666667,2180.5,2273.5833333333335,2262.0
2783,92831,2019.0,1971.6666666666667,2012.3333333333333,2061.5833333333335,2110.0833333333335,2254.0833333333335,2287.5833333333335,2297.6666666666665,2326.8333333333335,2397.8333333333335,2433.0
2790,90033,1891.25,1860.75,1861.9166666666667,1850.8333333333333,1908.3333333333333,2166.75,2262.3333333333335,2354.8333333333335,2340.25,2255.4545454545455,2296.0
2791,95116,1808.0,1848.9166666666667,2032.1666666666667,2180.75,2343.0833333333335,2737.1666666666665,2883.3333333333335,2910.3333333333335,2931.25,2956.6666666666665,2913.0
2793,90063,1849.0,1834.25,1812.9166666666667,1876.9166666666667,1928.25,2128.4166666666665,2195.5,2288.8333333333335,2279.0833333333335,2257.0,2278.0
2796,93905,1489.0,1617.8181818181818,1607.6666666666667,1615.9166666666667,1623.6666666666667,1729.8333333333333,1873.9166666666667,1968.8333333333333,2068.75,2140.6666666666665,2275.0
2797,92113,1747.0,1630.25,1632.25,1655.9166666666667,1728.9166666666667,1866.0,1958.5833333333333,2015.3333333333333,2080.25,2254.909090909091,2356.0
2802,92065,1791.25,1799.1666666666667,1789.75,1825.3333333333333,1882.1666666666667,2001.5,2113.0,2185.4166666666665,2233.6666666666665,2370.5833333333335,2412.0
2804,90001,1737.25,1706.0833333333333,1635.1666666666667,1724.3333333333333,1825.0,2049.5,2165.8333333333335,2281.6666666666665,2317.25,2352.3333333333335,2317.0
2805,95209,1473.0,1393.0,1380.9166666666667,1402.4166666666667,1444.4166666666667,1502.6666666666667,1568.5833333333333,1629.5,1634.3333333333333,1652.25,1743.0
2814,90806,1966.25,1915.0833333333333,1813.1666666666667,1913.5833333333333,1904.7272727272727,2114.3333333333335,2185.3333333333335,2272.8333333333335,2276.75,2253.3333333333335,2273.0
2817,95337,1269.5,1258.0833333333333,1258.8333333333333,1305.0,1430.5833333333333,1548.4166666666667,1646.9166666666667,1740.1666666666667,1745.5833333333333,1765.6666666666667,1816.0
2818,93001,1957.0,1940.6666666666667,1959.6666666666667,2074.6666666666665,2158.8333333333335,2295.5,2345.25,2382.8333333333335,2478.5833333333335,2575.0,2575.0
