avg_rent
1706.083333
1778.083333
1629.833333
2257.833333
2213.5
1910.75
2212.416667
2144.916667
2117.3622355857656
1810.083333
2162.333333
1837.916667
2117.3622355857656
1993.583333
2004.166667
2191.583333
2230.0
2192.5
1721.833333
1868.333333
1846.0
3737.25
3423.0
2212.833333
2368.25
1936.5
1974.0
2095.166667
1940.916667
1860.75
2561.833333
3082.75
2250.5
1824.583333
2081.75
2403.916667
2074.5
2172.916667
2072.166667
1830.083333
1722.916667
2187.416667
2714.25
1821.833333
3192.083333
3973.583333
2812.75
1821.833333
1755.416667
1745.666667
1796.75
1834.25
3290.25
2207.583333
3040.916667
4533.0
2540.166667
3434.75
5391.083333
2117.3622355857656
2073.416667
5065.416667
3535.5
4775.916667
1762.833333
1883.25
1956.583333
3205.5
3251.916667
2199.833333
2158.416667
2014.416667
3138.0
2030.083333
2138.5
2059.25
2317.666667
3522.75
1775.833333
2246.75
1995.75
5083.416667
4227.583333
1826.333333
4974.25
3299.666667
3208.25
2944.333333
2064.416667
2994.416667
3336.25
3517.166667
3048.583333
2036.166667
2037.666667
2157.583333
2235.25
2405.916667
2117.3622355857656
6442.833333
4302.5
3303.583333
3461.333333
2256.333333
2060.25
2579.333333
2358.75
2414.0
1999.916667
1956.0
2019.25
1894.25
2102.333333
2098.25
2173.583333
2073.416667
2263.75
2179.0
1817.916667
2071.833333
2067.083333
1976.75
2061.916667
2033.833333
1800.916667
2062.166667
2239.833333
2581.083333
2092.583333
2055.25
2184.5
1488.416667
1972.833333
1658.166667
2317.75
2329.416667
1856.916667
2042.333333
2166.75
2193.333333
1841.583333
1978.166667
2067.416667
2105.916667
1498.916667
1733.833333
1775.5
1915.083333
1912.083333
1951.5
1836.0
1481.416667
2093.416667
2013.583333
2380.0
2257.0
2405.25
1922.416667
3149.833333
2089.75
2429.75
2377.083333
2465.666667
2180.333333
2221.416667
1897.166667
2350.166667
2156.666667
3175.5
2136.833333
2227.083333
2280.833333
2266.083333
1999.166667
1910.75
2180.416667
2279.0
2216.083333
2497.416667
2385.916667
3159.75
4186.083333
2169.0
2081.416667
2289.5
2224.583333
2315.75
2431.416667
1994.75
2139.166667
